ProductionOrder,OrderDate,FinishedItem,FinishedItemName,ProductionUOM,PlannedQtyFinished,TotalProductionCost,ProducedQty,TotalWasteCost,UnitProductionCost
26000523,2/16/2026,1021080,شتلة حلاوة 300 غم رشة فستق 1*12,حبة,5148,1854.917,5148,0,0.360317988
26000524,2/16/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,1452,2700.546,1452,0,1.859880165
26000525,2/16/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,4441,4909.241,4441,146.518041,1.105435938
26000526,2/16/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,3612,4621.002,3612,0,1.279347176
26000527,2/16/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1383,1341.78,1383,0,0.970195228
26000528,2/16/2026,1171013,حلاوة بلك رشة فستق ميار,kg,1392,1358.541,1392,0,0.975963362
26000529,2/17/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,960,1161.277,960,0,1.209663542
26000530,2/17/2026,1011045,عرفة طحينية 900 غم 1*12,حبة,1212,1688.134,1212,0,1.392849835
26000531,2/17/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,1200,1672.537,1200,0,1.393780833
26000532,2/17/2026,1011005,ميار طحينية 250 غم 1*12,حبة,2196,1453.65,2196,0,0.661953552
26000533,2/17/2026,1011077,كباتيلو طحينية 800 غم 1*12,حبة,204,282.047,204,0,1.382583333
26000534,2/18/2026,1021162,خير بلادنا حلاوة 300 غم سادة 1*12,حبة,3600,1266.57,3600,0,0.351825
26000535,2/18/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,412,1308.491,412,0,3.175949029
26000536,2/18/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1080,1056.863,1080,0,0.978576852
26000537,2/18/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,750,1386.743,750,0,1.848990667
26000538,2/18/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,864,749.828,864,0,0.867856481
26000539,2/18/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,156,1328.34,156,0,8.515
26000540,2/18/2026,1021080,شتلة حلاوة 300 غم رشة فستق 1*12,حبة,3516,1679.734,3516,309.408,0.477740046
26000541,2/18/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,810,1203.255,810,0,1.4855
26000542,2/18/2026,1011003,الموسم طحينية 18 كغم تنك 1*1,حبة,38,1073.956,38,0,28.262
26000543,2/18/2026,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,حبة,2400,719.176,444,0,1.619765766
26000544,2/18/2026,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,حبة,684,357.415,684,0,0.52253655
26000545,2/18/2026,1011004,الموسم طحينية 900 غم 1*12,حبة,1200,1667.02,1200,0,1.389183333
26000546,2/18/2026,1011051,سيلك رود طحينية 650 غم 1*12,حبة,2400,3057.96,2400,0,1.27415
26000547,2/18/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,557,1749.579,557,0,3.141075404
26000548,2/16/2026,1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,حبة,699,1338.107,699,635.2512,1.914316166
26000549,2/16/2026,1171016,حلاوة بلك دايت,kg,268,607.831,268,0,2.268026119
26000550,2/18/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,2460,1098.669,2460,0,0.446613415
26000551,2/18/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,660,818.172,660,0,1.239654545
26000552,2/17/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,5366,5725.998,5366,0,1.067088707
26000553,2/17/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2750,3457.53,2750,0,1.257283636
26000554,2/17/2026,1171030,حلاوة بلك ملوكي شيخ الكار,kg,13.5,22.792,13.5,0,1.688296296
26000555,2/17/2026,1021007,شيخ الكار حلاوة 1 كغم ملوكية بالمكسرات 1*8,حبة,8,14.61,8,0,1.82625
26000556,2/17/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,188,1539.908,188,0,8.191
26000557,2/17/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,30,55.218,30,0,1.8406
26000558,2/18/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,1920,1966.112,1920,0,1.024016667
26000559,2/18/2026,1021062,شيخ الكار حلاوة 800 غم فستق 1*12,حبة,1920,2257.952,1920,0,1.176016667
26000560,2/17/2026,1171032,حلاوة بلك دايت فستق شيخ الكار,kg,4.8,12.528,4.8,0,2.61
26000561,2/18/2026,1171016,حلاوة بلك دايت,kg,4.7,10.666,4.7,0,2.269361702
26000562,2/19/2026,1021163,شيخ الكار حلاوة 400 غم فستق دايت 1*12,حبة,12,13.689,12,0,1.14075
26000563,2/18/2026,1011050,سيلك رود طحينية 1 كغم مطرة 1*12,حبة,1200,2243.6,1200,0,1.869666667
26000564,2/19/2026,1011018,زيت سيرج 1000 مل 1*1,حبة,12,78.321,12,0,6.52675
26000565,2/19/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,3420,1368.148,3420,0,0.400043275
26000566,2/19/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,252,374.346,252,0,1.4855
26000567,2/19/2026,1021149,الميلاد حلاوة 700 غم فستق 1*12,حبة,1800,1860.33,1800,0,1.033516667
26000568,2/19/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1400,1392.473,1400,0,0.994623571
26000569,2/19/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,366,699.316,366,0,1.910699454
26000570,2/19/2026,1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,حبة,80,674.94,80,0,8.43675
26000571,2/19/2026,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,حبة,12,17.285,12,0,1.440416667
26000572,2/19/2026,1011024,شيخ الكار طحينية 250 غم 1*12,حبة,4020,1980.185,4020,0,0.492583333
26000573,2/19/2026,1011005,ميار طحينية 250 غم 1*12,حبة,1560,1032.127,1560,0,0.661619872
26000574,2/19/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,5325,5822.124,5325,140.011345,1.09335662
26000575,2/18/2026,1171015,طحينية بلك شيخ الكار حجر,kg,15000,26114.862,15000,0,1.7409908
26000576,2/18/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,4062,5351.34,4062,0,1.317415066
26000577,2/18/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,945,1168.644,945,0,1.236660317
26000578,2/18/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,484,444.351,484,0,0.918080579
26000579,2/18/2026,1171028,حلاوة بلك فستق ميار,kg,188,199.29,188,0,1.060053191
26000580,2/18/2026,1171013,حلاوة بلك رشة فستق ميار,kg,300,296.842,300,0,0.989473333
26000581,2/18/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,1728,1075.075,1728,0,0.622149884
26000582,2/18/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,2184,2257.419,2184,0,1.033616758
26000583,2/19/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,12,12.104,12,0,1.008666667
26000584,2/19/2026,1021030,ميار حلاوة 550 غم رشة فستق 1*12,حبة,12,7.697,12,0,0.641416667
26000585,2/19/2026,1021080,شتلة حلاوة 300 غم رشة فستق 1*12,حبة,12,13.042,12,0,1.086833333
26000586,2/19/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,280,278.416,280,0,0.994342857
26000587,2/21/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,3074.5,3197.083,3074.5,192.038469,1.039870873
26000588,2/19/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,4419,4857.283,4419,141.673794,1.099181489
26000589,2/19/2026,1171013,حلاوة بلك رشة فستق ميار,kg,933,1064.058,933,0,1.140469453
26000590,2/19/2026,1171028,حلاوة بلك فستق ميار,kg,871,968.574,871,0,1.112025258
26000591,2/19/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,936,1154.666,936,0,1.233617521
26000592,2/19/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,483,609.577,483,0,1.262064182
26000593,2/21/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,89,6642.715,89,0,74.63724719
26000594,2/21/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,1200,1882.06,1200,0,1.568383333
26000595,2/21/2026,1011025,شيخ الكار طحينية 600 غم 1*12,حبة,1200,1416.22,1200,0,1.180183333
26000596,2/21/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,100,3260.9,100,0,32.609
26000597,2/21/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,124,1045.32,124,0,8.43
26000598,2/21/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,1800,801.91,1800,0,0.445505556
26000599,2/21/2026,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,حبة,1200,487.756,1200,0,0.406463333
26000600,2/21/2026,1171028,حلاوة بلك فستق ميار,kg,453,565.42,453,0,1.24816777
26000601,2/21/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,750,1433.025,750,0,1.9107
26000602,2/21/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,100,3260.9,100,0,32.609
26000603,2/21/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,2,149.275,2,0,74.6375
26000604,2/21/2026,1021090,الميلاد حلاوة 300 غم 1*12  فستق,حبة,2400,1130.288,2400,0,0.470953333
26000605,2/21/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1800,1551.294,1800,0,0.86183
26000606,2/22/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2167,2392.081,2167,79.567578,1.103867559
26000607,2/22/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1357.5,1328.565,1357.5,2.187152,0.978685083
26000608,2/22/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2195,2898.128,2195,0,1.320331663
26000609,2/22/2026,1011008,ميار طحينية 550 غم 1*12,حبة,12,10.342,12,0,0.861833333
26000610,2/22/2026,1171028,حلاوة بلك فستق ميار,kg,460,527.271,460,0,1.146241304
26000611,2/22/2026,1171013,حلاوة بلك رشة فستق ميار,kg,910,1027.102,910,0,1.128683516
26000612,2/22/2026,1171018,زيت سيرج بلك,kg,128,427.547,128,0,3.340210938
26000613,2/22/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,12,16.795,12,0,1.399583333
26000614,2/22/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,12,14.515,12,0,1.209583333
26000615,2/22/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,180,799.8,180,0,4.443333333
26000616,2/22/2026,1021064,شيخ الكار حلاوة 3 كغم سادة 1*6,حبة,120,442,120,0,3.683333333
26000617,2/22/2026,1011033,شيخ الكار طحينية 15 كغم تنك 1*1,تنكة,160,3673.2,160,0,22.9575
26000618,2/22/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,240,6929.76,240,0,28.874
26000619,2/22/2026,1011028,شيخ الكار طحينية 9 كغم تنك 1*1,تنكة,360,4899.96,360,0,13.611
26000620,2/22/2026,1011101,الموسم طحينية 400 غم 1*12,حبة,5400,3603.69,5400,0,0.66735
26000621,2/22/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,1056,1656.213,1056,0,1.568383523
26000622,2/19/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2720,3508.7,2720,0,1.289963235
26000623,2/22/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,528,821.529,528,0,1.555926136
26000624,2/22/2026,1171016,حلاوة بلك دايت,kg,282,687.561,282,47.973181,2.438159574
26000625,2/22/2026,1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,حبة,24,25.727,24,0,1.071958333
26000626,2/22/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3082,3369.108,3082,80.487246,1.093156392
26000627,2/22/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,484,600.004,484,0,1.239677686
26000628,2/22/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2307,2929.279,2307,0,1.269735154
26000629,2/23/2026,1021045,شيخ الكار حلاوة 200 غم سادة 1*12,حبة,2160,641.3,2160,0,0.296898148
26000630,2/23/2026,1021044,شيخ الكار حلاوة 200 غم فستق 1*12,حبة,2160,804.784,2160,0,0.372585185
26000631,2/23/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,960,934.672,960,0,0.973616667
26000632,2/23/2026,1021062,شيخ الكار حلاوة 800 غم فستق 1*12,حبة,960,1225.744,960,0,1.276816667
26000633,2/23/2026,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,تنكة,420,801.444,420,0,1.9082
26000634,2/23/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,1728,1124.842,1728,0,0.650950231
26000635,2/23/2026,1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,حبة,960,1069.552,960,0,1.114116667
26000636,2/23/2026,1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,حبة,569,647.095,569,0,1.137249561
26000637,2/23/2026,1021085,الميلاد حلاوة 1300 غم فستق 1*6,حبة,600,1009.488,600,0,1.68248
26000638,2/23/2026,1011116,الميلاد طحينية 300 غم مطرة 1*12 قارورة,حبة,840,448.504,840,0,0.533933333
26000639,2/23/2026,1011109,الميلاد طحينية 500 غم مطرة 1*12 قارورة,حبة,516,419.078,516,0,0.812166667
26000640,2/23/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,30324.886,20000,0,1.5162443
26000641,2/23/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1152,2069.588,1152,938.938,1.796517361
26000642,2/23/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,95,121.68,95,0,1.280842105
26000643,2/24/2026,1021030,ميار حلاوة 550 غم رشة فستق 1*12,حبة,1800,1289.55,1800,0,0.716416667
26000644,2/24/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,126,213.11,126,0,1.691349206
26000645,2/24/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,420,338.964,420,0,0.807057143
26000646,2/24/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,1200,497.338,1200,0,0.414448333
26000647,2/24/2026,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,حبة,1200,451.618,1200,0,0.376348333
26000648,2/24/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,363,356.939,363,14.576884,0.98330303
26000649,2/24/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,276,322.251,276,0,1.167576087
26000650,2/24/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,446,429.341,446,0.761544,0.962647982
26000651,2/23/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,4446,4380.453,4446,91.500266,0.985257085
26000652,2/23/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,4136,5118.092,4136,0,1.23744971
26000653,2/24/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,522,945.593,522,0,1.811480843
26000654,2/24/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,440,1343.826,440,0,3.05415
26000655,2/25/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,52,158.816,52,0,3.054153846
26000656,2/25/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,54,84.173,54,0,1.558759259
26000657,2/25/2026,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,حبة,24,9.289,24,0,0.387041667
26000658,2/22/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,287,373.513,287,0,1.301439024
26000659,2/24/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,4797,4809.624,4797,182.427346,1.002631645
26000660,2/24/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2055,2858.235,2055,0,1.390868613
26000661,2/24/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,895,876.598,895,1.243648,0.979439106
26000662,2/24/2026,1171028,حلاوة بلك فستق ميار,kg,907,1098.753,907,0,1.211414553
26000663,2/19/2026,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,حبة,1068,530.031,1068,0,0.496283708
26000664,2/5/2026,1021129,الموسم حلاوة 400 غم سادة دمعة 1*12,حبة,1728,850.608,1728,0,0.49225
26000665,2/25/2026,1171016,حلاوة بلك دايت,kg,536,1167.586,536,0,2.17833209
26000666,2/26/2026,1021097,لايت أند سويت حلاوة 400 غم دايت فستق 1*24,حبة,808,975.137,808,0,1.206852723
26000667,2/26/2026,1021095,لايت أند سويت حلاوة 400 غم دايت سادة 1*24,حبة,200,212.48,200,0,1.0624
26000668,2/26/2026,1021096,لايت أند سويت حلاوة 400 غم دايت شوكولاته 1*24,حبة,192,208.606,192,0,1.086489583
26000669,2/26/2026,1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,حبة,837,839.66,837,0,1.003178017
26000670,3/1/2026,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,حبة,12,5.954,12,0,0.496166667
26000671,3/1/2026,1011093,الموسم طحينية 250 غم 1*12,حبة,12,5.317,12,0,0.443083333
26000672,3/1/2026,1011121,الفاخرة طحينية 270 غم 1*12,حبة,6000,3058.1,6000,0,0.509683333
26000673,3/1/2026,1011044,لوكسر طحينية 450 غم 1*12 اصفر,حبة,40800,32781.4,40800,0,0.803465686
26000674,3/1/2026,1011043,لوكسر طحينية 450 غم 1*12,حبة,2400,1955.56,2400,0,0.814816667
26000675,3/1/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,1313,1298.054,1313,31.74178,0.988616908
26000676,2/26/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,318,362.926,318,0,1.14127673
26000677,2/26/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,414,476.865,414,0,1.151847826
26000678,3/1/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,261.5,277.838,261.5,22.137543,1.062478011
26000679,3/1/2026,1171013,حلاوة بلك رشة فستق ميار,kg,264,285.582,264,0,1.08175
26000680,2/26/2026,1011091,شيخ الكار طحينية 700 غم 1*12,حبة,1200,1325.2,1200,0,1.104333333
26000683,3/1/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,840,1432.2,840,0,1.705
26000684,3/1/2026,1021159,الفاخرة حلاوة 300 غم فستق 1*12,حبة,2400,942.091,2400,0,0.392537917
26000685,3/1/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1380,1280.663,1380,0,0.928016667
26000686,3/1/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,1404,1105.252,1404,0,0.787216524
26000687,3/1/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,1008,908.346,1008,0,0.901136905
26000688,3/1/2026,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,حبة,1200,508.852,1200,0,0.424043333
26000689,3/1/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,390,1150.403,390,0,2.949751282
26000690,2/26/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,75,578.82,75,0,7.7176
26000691,2/26/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,36,47.598,36,0,1.322166667
26000692,3/1/2026,1011022,شيخ الكار طحينية 3500 غم 1*4,حبة,1,5.744,1,0,5.744
26000693,3/1/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,1,4.618,1,0,4.618
26000694,3/1/2026,1021055,شيخ الكار حلاوة 6 كغم سادة 1*4,حبة,1,6.54,1,0,6.54
26000695,3/1/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,50,67.893,50,0,1.35786
26000696,3/1/2026,1011022,شيخ الكار طحينية 3500 غم 1*4,حبة,60,354.87,60,0,5.9145
26000697,3/2/2026,1011091,شيخ الكار طحينية 700 غم 1*12,حبة,1200,1325.2,1200,0,1.104333333
26000698,3/2/2026,1011025,شيخ الكار طحينية 600 غم 1*12,حبة,12,12.642,13,0,0.972461538
26000699,3/2/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1329,1301.318,1329,4.674373,0.979170805
26000700,3/1/2026,1171013,حلاوة بلك رشة فستق ميار,kg,612,672.432,612,0,1.098745098
26000701,3/1/2026,1171028,حلاوة بلك فستق ميار,kg,728,839.93,728,0,1.15375
26000702,3/1/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2323,2184.993,2323,26.89377,0.940591046
26000703,3/1/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,29258.358,20000,0,1.4629179
26000704,3/1/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,636,709.304,636,0,1.115257862
26000705,3/1/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1638,1873.916,1638,0,1.144026862
26000706,3/1/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,360,200.07,360,0,0.55575
26000707,3/2/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,1380,547.589,1380,0,0.396803623
26000708,3/2/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,1572,1481.479,1572,0,0.942416667
26000709,3/2/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,648,1037.012,648,0,1.60032716
26000710,3/1/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,86,656.076,86,0,7.628790698
26000711,3/2/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,804,1252.75,804,0,1.558146766
26000712,3/3/2026,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,حبة,2200,12261.26,2200,0,5.5733
26000713,3/3/2026,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,تنكة,112,209.955,112,0,1.874598214
26000714,3/3/2026,1021037,شيخ الكار حلاوة 400 غم فستق 1*12,حبة,52,29.908,52,0,0.575153846
26000715,3/2/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,966,1101.292,966,0,1.14005383
26000716,3/2/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1748,2079.88,1748,0,1.1898627
26000717,3/4/2026,1011036,قاسيون طحينية 1كغم مطرة 1*12,حبة,300,478.372,300,0,1.594573333
26000718,3/4/2026,1171018,زيت سيرج بلك,kg,84,264.092,84,0,3.143952381
26000719,3/2/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3971,3861.073,3971,154.659057,0.972317552
26000720,3/3/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,1743,1678.894,1743,52.132797,0.963220884
26000721,3/3/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1426,1308.711,1426,0,0.917749649
26000722,3/3/2026,1171013,حلاوة بلك رشة فستق ميار,kg,556,620.143,556,0,1.115365108
26000723,3/4/2026,1171028,حلاوة بلك فستق ميار,kg,883,985.939,883,0,1.116578709
26000724,3/4/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,500,13829.5,500,0,27.659
26000725,3/4/2026,1021059,شيخ الكار حلاوة 800 غم ملوكية بالمكسرات 1*12,حبة,120,146.842,120,0,1.223683333
26000726,3/4/2026,1021013,شيخ الكار حلاوة 400 غم سادة 1*12,حبة,96,52.296,96,0,0.54475
26000727,3/4/2026,1011105,زيت سيرج 16.5 كغم تنك 1*1,تنكة,157,17853.255,157,0,113.715
26000728,3/5/2026,1171016,حلاوة بلك دايت,kg,275,628.903,275,44.883027,2.28692
26000729,3/5/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3567,3425.081,3567,95.696592,0.960213345
26000730,3/5/2026,1171030,حلاوة بلك ملوكي شيخ الكار,kg,96,119.85,96,0,1.2484375
26000731,3/5/2026,1171019,طحينية سودا بلك حبة كاملة,kg,1500,2230.68,1500,0,1.48712
26000732,3/3/2026,1021080,شتلة حلاوة 300 غم رشة فستق 1*12,حبة,708,277.004,708,3.15765E-14,0.391248588
26000733,3/8/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,288,7830.432,288,0,27.189
26000734,3/8/2026,1011033,شيخ الكار طحينية 15 كغم تنك 1*1,تنكة,640,14930.4,640,739.2,23.32875
26000735,3/8/2026,1011028,شيخ الكار طحينية 9 كغم تنك 1*1,تنكة,720,9471.24,720,0,13.1545
26000736,3/8/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,672,1140.881,672,0,1.697739583
26000737,3/8/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,394,1157.143,394,0,2.936911168
26000738,3/8/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,1164,1622.441,1164,1.70076E-13,1.393849656
26000739,3/8/2026,1011005,ميار طحينية 250 غم 1*12,حبة,2400,882.556,1656,5.50528,0.532944444
26000740,3/8/2026,1011003,الموسم طحينية 18 كغم تنك 1*1,حبة,100,2817.8,100,0,28.178
26000741,3/8/2026,1141004,سمسم جاهز كعك 50 كغم,شوال,40,2949.428,40,0,73.7357
26000742,3/8/2026,1011026,شيخ الكار طحينية 400 غم 1*12,حبة,2400,1724.4,2400,0,0.7185
26000743,3/8/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,82,146.426,82,0,1.785682927
26000744,3/8/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1428,1319.724,1428,0,0.924176471
26000745,3/8/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,1200,488.116,1200,0,0.406763333
26000746,3/8/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,296,2191.584,296,0,7.404
26000747,3/8/2026,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,حبة,6336,8781.802,6336,0,1.38601673
26000748,3/8/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,1,28.094,1,0,28.094
26000749,3/4/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,4485,4335.76,4485,3.725325,0.966724638
26000750,3/9/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,2,5.817,2,0,2.9085
26000751,3/5/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,20000,29917.4,20000,0,1.49587
26000752,3/9/2026,1021096,لايت أند سويت حلاوة 400 غم دايت شوكولاته 1*24,حبة,18,19.952,18,0,1.108444444
26000753,3/9/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,432,405.396,432,0,0.938416667
26000754,3/8/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,904,881.685,904,34.751,0.975315265
26000755,3/5/2026,1171015,طحينية بلك شيخ الكار حجر,kg,30000,44241.419,30000,0,1.474713967
26000756,3/8/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,2710,5964.674,2710,3314.911097,2.200986716
26000757,3/9/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,822,939.202,822,0,1.142581509
26000758,3/8/2026,1171030,حلاوة بلك ملوكي شيخ الكار,kg,100,189.308,100,0,1.89308
26000759,3/9/2026,1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,حبة,1,7.537,1,0,7.537
26000760,3/9/2026,1021007,شيخ الكار حلاوة 1 كغم ملوكية بالمكسرات 1*8,حبة,100,200.222,100,0,2.00222
26000761,3/9/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2163,2096.539,2163,68.337249,0.969273694
26000762,3/9/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,439,488.092,439,0,1.111826879
