ProductionOrderNo,OrderStatus,FinishedItemCode,FinishedItemName,OrderDate,TotalProducedQty,IssueDocumentNo,RawMaterialCode,RawMaterialName,ActualConsumedQty,UnitPrice,TotalMaterialCost,FromWarehouse
26000901,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,3/31/2026,2737,26000901,1171017,طحينية بلك ميار - موسم  كروما,1370,1.496,2049.52,WIP
26000901,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,3/31/2026,2737,26000901,1171001,ملح ليمون,1.5,0.736,1.104,WIP
26000902,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,3/31/2026,867,26000902,1171022,حلاوة بلك سادة شيخ الكار,853,0.976,832.528,WIP
26000902,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,3/31/2026,867,26000902,1171011,فستق حلبي,14,19.062,266.868,RMWH
26000903,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,3/31/2026,465,26000903,1171020,حلاوة بلك سادة ميار - موسم,462,0.964,445.368,WIP
26000903,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,3/31/2026,465,26000903,1171011,فستق حلبي,3,19.062,57.186,RMWH
26000904,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,3/31/2026,2063,26000905,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",172,0.197,33.884,PKGWH
26000904,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,3/31/2026,2063,26000905,1171031,حلاوة بلك فستق شيخ الكار,1320.32,1.26,1663.603,WIP
26000904,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,3/31/2026,2063,26000905,1181423,علب شيخ الكار حلاوة 700 غم فستق,2063,0.15,309.45,PKGWH
26000905,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,3/31/2026,1752,26000904,1171013,حلاوة بلك رشة فستق ميار,473.04,1.09,515.614,WIP
26000905,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,3/31/2026,1752,26000904,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",145.416,0.106,15.414,WIP
26000905,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,3/31/2026,1752,26000904,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,1752,0.088,154.176,WIP
26000906,Closed (مغلق),1011101,الموسم طحينية 400 غم 1*12,3/31/2026,8400,26000906,1181056,مرتبان الموسم طحينية 400 غم,8400,0.13,1092,WIP
26000906,Closed (مغلق),1011101,الموسم طحينية 400 غم 1*12,3/31/2026,8400,26000906,1181370,كرتون اكسترا فاخرة طحينية 400 غم,697.2,0.192,133.862,PKGWH
26000906,Closed (مغلق),1011101,الموسم طحينية 400 غم 1*12,3/31/2026,8400,26000906,1171017,طحينية بلك ميار - موسم  كروما,3024,1.496,4523.904,WIP
26000907,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,3/31/2026,144,26000907,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",12,0.197,2.364,PKGWH
26000907,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,3/31/2026,144,26000907,1171022,حلاوة بلك سادة شيخ الكار,115.2,0.976,112.435,WIP
26000907,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,3/31/2026,144,26000907,1181462,علب شيخ الكار حلاوة 800 غم سادة,144,0.15,21.6,WIP
26000908,Closed (مغلق),1011088,الموسم طحينية 800 غم  1*12,3/31/2026,1920,26000908,1171017,طحينية بلك ميار - موسم  كروما,1401.6,1.496,2096.794,WIP
26000908,Closed (مغلق),1011088,الموسم طحينية 800 غم  1*12,3/31/2026,1920,26000908,1181008,كرتون متعدد طحينية 800 غم اكسترا فاخرة,159.36,0.209,33.306,PKGWH
26000908,Closed (مغلق),1011088,الموسم طحينية 800 غم  1*12,3/31/2026,1920,26000908,1181037,مرتبان الموسم طحينية 800 غم,1920,0.118,226.56,PKGWH
26000909,Closed (مغلق),1011033,شيخ الكار طحينية 15 كغم تنك 1*1,3/31/2026,160,26000909,1171015,طحينية بلك شيخ الكار حجر,2280,1.475,3363,WIP
26000909,Closed (مغلق),1011033,شيخ الكار طحينية 15 كغم تنك 1*1,3/31/2026,160,26000909,1181304,تنك شيخ الكار طحينية 15 كغم -فارغ,160,1.155,184.8,PKGWH
26000910,Closed (مغلق),1011028,شيخ الكار طحينية 9 كغم تنك 1*1,3/31/2026,240,26000910,1181312,تنك شيخ الكار طحينية 9 كغم -فارغ,240,0.912,218.88,PKGWH
26000910,Closed (مغلق),1011028,شيخ الكار طحينية 9 كغم تنك 1*1,3/31/2026,240,26000910,1171015,طحينية بلك شيخ الكار حجر,1992,1.475,2938.2,WIP
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171010,جلوكوز,150,0.36,54,WIP
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171014,عرق حلاوة,4,1.503,6.012,RMWH
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1081001,سكر 50 كعم 20*50,0.3,373.622,112.087,WIP
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171008,مثبت,16,1.473,23.568,WIP
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171005,فانيلا,0.3,14.666,4.4,RMWH
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171015,طحينية بلك شيخ الكار حجر,424,1.475,625.4,WIP
26000911,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/1/2026,860,26000911,1171001,ملح ليمون,0.5,0.736,0.368,WIP
26000912,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/1/2026,918,26000912,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",76,0.197,14.972,PKGWH
26000912,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/1/2026,918,26000912,1171022,حلاوة بلك سادة شيخ الكار,734.4,0.972,713.837,WIP
26000912,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/1/2026,918,26000912,1181462,علب شيخ الكار حلاوة 800 غم سادة,918,0.15,137.7,WIP
26000913,Closed (مغلق),1011121,الفاخرة طحينية 270 غم 1*12,4/1/2026,12000,26000913,1181060,مرتبان الفاخرة طحينية 300 غم,12000,0.085,1020,PKGWH
26000913,Closed (مغلق),1011121,الفاخرة طحينية 270 غم 1*12,4/1/2026,12000,26000913,1171015,طحينية بلك شيخ الكار حجر,2880,1.475,4248,WIP
26000913,Closed (مغلق),1011121,الفاخرة طحينية 270 غم 1*12,4/1/2026,12000,26000913,1181404,كرتون الفاخرة طحينية 300 غم,1000,0.139,139,PKGWH
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171010,جلوكوز,750,0.36,270,WIP
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171014,عرق حلاوة,20,1.503,30.06,RMWH
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1081001,سكر 50 كعم 20*50,1.5,373.622,560.433,RMWH
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171008,مثبت,80,1.473,117.84,WIP
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171005,فانيلا,1.5,14.666,21.999,RMWH
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171017,طحينية بلك ميار - موسم  كروما,2241,1.496,3352.536,WIP
26000914,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/2/2026,4444,26000915,1171001,ملح ليمون,2.5,0.736,1.84,WIP
26000915,Closed (مغلق),1171017,طحينية بلك ميار - موسم  كروما,4/2/2026,30000,26000914,1171025,سمسم خام برازيلي اناهي,34800,1.282,44613.6,RMWH
26000915,Closed (مغلق),1171017,طحينية بلك ميار - موسم  كروما,4/2/2026,30000,26000914,1171006,ملح,10500,0.025,262.5,RMWH
26000916,Closed (مغلق),1021144,ميار حلاوة 5 كغم سادة 1*4,4/2/2026,22,26000916,1021144,ميار حلاوة 5 كغم سادة 1*4,22,6.75,148.5,WIP
26000917,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,4/2/2026,453,26000918,1171020,حلاوة بلك سادة ميار - موسم,449,0.973,436.877,WIP
26000917,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,4/2/2026,453,26000918,1171011,فستق حلبي,4,19.062,76.248,RMWH
26000918,Closed (مغلق),1171028,حلاوة بلك فستق ميار,4/2/2026,1332,26000917,1171020,حلاوة بلك سادة ميار - موسم,1320,0.973,1284.36,WIP
26000918,Closed (مغلق),1171028,حلاوة بلك فستق ميار,4/2/2026,1332,26000917,1171011,فستق حلبي,12,19.062,228.744,RMWH
26000919,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/2/2026,1200,26000925,1171028,حلاوة بلك فستق ميار,1332,1.144,1523.808,WIP
26000919,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/2/2026,1200,26000925,1181378,علب ميار حلاوة 1300 غم رشة فستق,1200,0.28,336,PKGWH
26000919,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/2/2026,1200,26000925,1181014,كرتون ميار حلاوة 1300 غم رشة فستق,200,0.223,44.6,PKGWH
26000920,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,4/2/2026,1708,26000926,1171013,حلاوة بلك رشة فستق ميار,461.16,1.12,516.499,WIP
26000920,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,4/2/2026,1708,26000926,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",142,0.106,15.052,WIP
26000920,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,4/2/2026,1708,26000926,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,1708,0.088,150.304,WIP
26000921,Closed (مغلق),1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,4/2/2026,1,26000919,1171022,حلاوة بلك سادة شيخ الكار,0.8,0.972,0.778,WIP
26000921,Closed (مغلق),1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,4/2/2026,1,26000919,1181305,تنك شيخ الكار حلاوة 4 كغم سادة نصاصي,1,1.1,1.1,PKGWH
26000922,Closed (مغلق),1141004,سمسم جاهز كعك 50 كغم,4/2/2026,61,26000920,1171021,سمسم نيجيري,3050,1.282,3910.1,RMWH
26000922,Closed (مغلق),1141004,سمسم جاهز كعك 50 كغم,4/2/2026,61,26000920,1171006,ملح,686.25,0.025,17.156,RMWH
26000923,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/2/2026,26,26000921,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,26,1.349,35.074,PKGWH
26000923,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/2/2026,26,26000921,1171015,طحينية بلك شيخ الكار حجر,468,1.475,690.3,WIP
26000924,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/2/2026,4,26000924,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,4,1.349,5.396,WIP
26000924,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/2/2026,4,26000924,1171015,طحينية بلك شيخ الكار حجر,72,1.475,106.2,WIP
26000925,Closed (مغلق),1011003,الموسم طحينية 18 كغم تنك 1*1,4/2/2026,2,26000923,1171017,طحينية بلك ميار - موسم  كروما,36,1.496,53.856,WIP
26000925,Closed (مغلق),1011003,الموسم طحينية 18 كغم تنك 1*1,4/2/2026,2,26000923,1181327,تنك الموسم طحينية 18 كغم -فارغ,2,1.25,2.5,WIP
26000926,Closed (مغلق),1011021,شيخ الكار طحينية 5 كغم 1*4,4/2/2026,4,26000922,1181002,كرتون متعدد طحينية 5 كغم بدون طباعة,1,2.489,2.489,PKGWH
26000926,Closed (مغلق),1011021,شيخ الكار طحينية 5 كغم 1*4,4/2/2026,4,26000922,1181185,مرتبان شيخ الكار طحينية 5 كغم,4,0.565,2.26,PKGWH
26000926,Closed (مغلق),1011021,شيخ الكار طحينية 5 كغم 1*4,4/2/2026,4,26000922,1171015,طحينية بلك شيخ الكار حجر,20,1.475,29.5,WIP
26000927,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/5/2026,100,26000927,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,100,1.349,134.9,PKGWH
26000927,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/5/2026,100,26000927,1171015,طحينية بلك شيخ الكار حجر,1800,1.475,2655,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171008,مثبت,5,1.473,7.365,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171005,فانيلا,0.1,14.666,1.467,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171005,فانيلا,0.1,14.666,1.467,RMWH
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171014,عرق حلاوة,1.5,1.503,2.255,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171014,عرق حلاوة,1.5,1.503,2.255,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171015,طحينية بلك شيخ الكار حجر,1.36,1.475,2.006,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171015,طحينية بلك شيخ الكار حجر,136,1.475,200.6,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171007,قطر دايت,10.5,1.43,15.015,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171007,قطر دايت,10.5,1.43,15.015,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171009,بديل السكر,150,2.737,410.55,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000928,1171009,بديل السكر,150,2.737,410.55,WIP
26000928,Closed (مغلق),1171016,حلاوة بلك دايت,4/5/2026,321,26000929,1171008,مثبت,5,1.473,7.365,WIP
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171010,جلوكوز,375,0.36,135,WIP
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171014,عرق حلاوة,11,1.503,16.533,RMWH
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1081001,سكر 50 كعم 20*50,0.75,373.622,280.217,RMWH
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171008,مثبت,40,1.473,58.92,WIP
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171005,فانيلا,0.75,14.666,11,RMWH
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171015,طحينية بلك شيخ الكار حجر,1135,1.475,1674.125,WIP
26000929,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/5/2026,2253,26000930,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000930,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/5/2026,462,26000931,1171022,حلاوة بلك سادة شيخ الكار,456,0.969,441.864,WIP
26000930,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/5/2026,462,26000931,1171011,فستق حلبي,6,19.062,114.372,RMWH
26000931,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/5/2026,2251,26000932,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",187,0.197,36.839,PKGWH
26000931,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/5/2026,2251,26000932,1171022,حلاوة بلك سادة شيخ الكار,1800.8,0.969,1744.975,WIP
26000931,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,4/5/2026,2251,26000932,1181462,علب شيخ الكار حلاوة 800 غم سادة,2251,0.15,337.65,PKGWH
26000932,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,4/5/2026,76,26000933,1171031,حلاوة بلك فستق شيخ الكار,456,1.204,549.024,WIP
26000932,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,4/5/2026,76,26000933,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",76,0.487,37.012,PKGWH
26000932,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,4/5/2026,76,26000933,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",19,0.555,10.545,PKGWH
26000933,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/5/2026,200,26000935,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,200,1.349,269.8,PKGWH
26000933,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/5/2026,200,26000935,1171015,طحينية بلك شيخ الكار حجر,3600,1.475,5310,WIP
26000934,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,4/5/2026,30000,26000934,1141002,سمسم خام,34.8,1266.456,44072.669,RMWH
26000934,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,4/5/2026,30000,26000934,1171006,ملح,6750,0.025,168.75,RMWH
26000935,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/5/2026,1,26000937,1171022,حلاوة بلك سادة شيخ الكار,5,0.969,4.845,WIP
26000935,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/5/2026,1,26000937,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",1,0.487,0.487,WIP
26000936,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/5/2026,1,26000936,1171031,حلاوة بلك فستق شيخ الكار,5,1.205,6.025,WIP
26000936,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/5/2026,1,26000936,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",1,0.487,0.487,WIP
26000937,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,4/6/2026,1002,26000938,1171020,حلاوة بلك سادة ميار - موسم,5010,0.973,4874.73,WIP
26000937,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,4/6/2026,1002,26000938,1181349,جاط شيخ الكار حلاوة 5 كغم سادة (الولاء) غطاء احمر,1002,0.645,646.29,WIP
26000937,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,4/6/2026,1002,26000938,1181029,كرتون متعدد حلاوة 5 كغم تبروير ولاء,250,0.36,90,WIP
26000938,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,450,26000939,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,450,1.386,623.7,PKGWH
26000938,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,450,26000939,1171017,طحينية بلك ميار - موسم  كروما,8100,1.496,12117.6,WIP
26000939,Closed (مغلق),1141004,سمسم جاهز كعك 50 كغم,4/6/2026,163,26000945,1141002,سمسم خام,9.454,1278.024,12082.439,RMWH
26000939,Closed (مغلق),1141004,سمسم جاهز كعك 50 كغم,4/6/2026,163,26000945,1171006,ملح,1833.75,0.025,45.844,RMWH
26000940,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,200,26000940,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,200,1.386,277.2,PKGWH
26000940,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,200,26000940,1171015,طحينية بلك شيخ الكار حجر,3600,1.475,5310,WIP
26000941,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,4/6/2026,1,26000941,1171015,طحينية بلك شيخ الكار حجر,3.5,1.475,5.163,WIP
26000941,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,4/6/2026,1,26000941,1181241,مرتبان متعدد طحينية 3500 غم,1,0.389,0.389,PKGWH
26000942,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,4/6/2026,807,26000942,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",67,0.093,6.231,WIP
26000942,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,4/6/2026,807,26000942,1171016,حلاوة بلك دايت,322.8,1.761,568.451,WIP
26000942,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,4/6/2026,807,26000942,1181438,علب شيخ الكار حلاوة 400 غم دايت,807,0.089,71.823,PKGWH
26000943,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/6/2026,1,26000944,1171022,حلاوة بلك سادة شيخ الكار,5,0.969,4.845,WIP
26000943,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/6/2026,1,26000944,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",1,0.487,0.487,WIP
26000944,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/6/2026,1,26000943,1171031,حلاوة بلك فستق شيخ الكار,4.1,1.204,4.936,WIP
26000944,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/6/2026,1,26000943,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",1,0.487,0.487,WIP
26000945,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,383,26000946,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,383,1.386,530.838,PKGWH
26000945,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,383,26000946,1171015,طحينية بلك شيخ الكار حجر,6894,1.475,10168.65,WIP
26000946,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,250,26000947,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,250,1.386,346.5,PKGWH
26000946,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/6/2026,250,26000947,1171017,طحينية بلك ميار - موسم  كروما,4500,1.496,6732,WIP
26000947,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/8/2026,67,26000948,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,67,1.386,92.862,PKGWH
26000947,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/8/2026,67,26000948,1171015,طحينية بلك شيخ الكار حجر,1206,1.475,1778.85,WIP
26000948,Closed (مغلق),1011052,القيسي طحينية 900 غم مطرة 1*12,4/8/2026,204,26000949,1181213,مطرة القيسي طحينية 900 غم,204,0.105,21.42,PKGWH
26000948,Closed (مغلق),1011052,القيسي طحينية 900 غم مطرة 1*12,4/8/2026,204,26000949,1181142,كرتون شيخ الكار طحينية 900 غم مطرة,17,0.109,1.853,PKGWH
26000948,Closed (مغلق),1011052,القيسي طحينية 900 غم مطرة 1*12,4/8/2026,204,26000949,1171015,طحينية بلك شيخ الكار حجر,173.4,1.475,255.765,WIP
26000949,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,3000,26000950,1181221,مطرة ميار طحينية 900 غم,3000,0.105,315,PKGWH
26000949,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,3000,26000950,1181142,كرتون شيخ الكار طحينية 900 غم مطرة,250,0.109,27.25,PKGWH
26000949,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,3000,26000950,1171017,طحينية بلك ميار - موسم  كروما,2550,1.496,3814.8,WIP
26000950,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,4/8/2026,1200,26000951,1181236,مرتبان ميار طحينية 250 غم,1200,0.148,177.6,WIP
26000950,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,4/8/2026,1200,26000951,1181012,كرتون ميار طحينية 250 غم صواني,99.6,0.078,7.769,WIP
26000950,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,4/8/2026,1200,26000951,1171017,طحينية بلك ميار - موسم  كروما,264,1.496,394.944,WIP
26000951,Closed (مغلق),1021034,شيخ الكار حلاوة 600 غم سادة 1*12,4/8/2026,24,26000952,1171022,حلاوة بلك سادة شيخ الكار,14.4,0.969,13.954,WIP
26000951,Closed (مغلق),1021034,شيخ الكار حلاوة 600 غم سادة 1*12,4/8/2026,24,26000952,1181157,علب شيخ الكار حلاوة 700 غم سادة قديم,24,0.18,4.32,PKGWH
26000951,Closed (مغلق),1021034,شيخ الكار حلاوة 600 غم سادة 1*12,4/8/2026,24,26000952,1181112,"كرتون شيخ الكار حلاوة 600 غم (فستق،سادة،شوكولاتة،ملوكي) قديم",2,0.4,0.8,PKGWH
26000952,Closed (مغلق),1021007,شيخ الكار حلاوة 1 كغم ملوكية بالمكسرات 1*8,4/8/2026,4,26000953,1171030,حلاوة بلك ملوكي شيخ الكار,4,1.861,7.444,WIP
26000952,Closed (مغلق),1021007,شيخ الكار حلاوة 1 كغم ملوكية بالمكسرات 1*8,4/8/2026,4,26000953,1181308,جاط شفاف حلاوة 1 كغم ملوكي تبروير دائري,4,0.064,0.256,PKGWH
26000953,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,6168,26000956,1181069,كرتون شيخ الكار حلاوة 250 غم مثلث,259.056,0.169,43.78,PKGWH
26000953,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,6168,26000956,1171031,حلاوة بلك فستق شيخ الكار,1233.6,1.254,1546.934,WIP
26000953,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,6168,26000956,1181569,علب شيخ الكار حلاوة 200 غم فستق,6168,0.088,542.784,PKGWH
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171010,جلوكوز,675,0.36,243,RMWH
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171014,عرق حلاوة,18,1.503,27.054,RMWH
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1081001,سكر 50 كعم 20*50,1.35,375.091,506.373,RMWH
