ProductionOrderNo,OrderStatus,FinishedItemCode,FinishedItemName,OrderDate,TotalProducedQty,IssueDocumentNo,RawMaterialCode,RawMaterialName,ActualConsumedQty,UnitPrice,TotalMaterialCost,FromWarehouse
26000064,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,1/13/2026,610,26000039,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",51,0.178,9.078,PKGWH
26000064,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,1/13/2026,610,26000039,1171022,حلاوة بلك سادة شيخ الكار,390.4,0.967,377.517,WIP
26000064,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,1/13/2026,610,26000039,1181425,علب شيخ الكار حلاوة 700 غم سادة,610,0.15,91.5,PKGWH
26000065,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,1/13/2026,102,26000073,1171028,حلاوة بلك فستق ميار,81.6,1.154,94.166,WIP
26000065,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,1/13/2026,102,26000073,1181265,علب الموسم حلاوة 800 غم فستق دمعة,102,0.095,9.69,PKGWH
26000065,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,1/13/2026,102,26000073,1181024,كرتون متعدد حلاوة 800 غم دمعة,9,0.217,1.953,PKGWH
26000066,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/14/2026,825,26000074,1171020,حلاوة بلك سادة ميار - موسم,4125,1.007,4153.875,WIP
26000066,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/14/2026,825,26000074,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,825,0.551,454.575,PKGWH
26000066,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/14/2026,825,26000074,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,69,0.48,33.12,PKGWH
26000067,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/15/2026,585,26000075,1171020,حلاوة بلك سادة ميار - موسم,2925,1.007,2945.475,WIP
26000067,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/15/2026,585,26000075,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,585,0.551,322.335,PKGWH
26000067,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/15/2026,585,26000075,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,49,0.48,23.52,PKGWH
26000068,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/15/2026,112,26000042,1171031,حلاوة بلك فستق شيخ الكار,672,1.208,811.776,WIP
26000068,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/15/2026,112,26000042,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",112,0.534,59.808,PKGWH
26000068,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/15/2026,112,26000042,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",28,0.514,14.392,PKGWH
26000069,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,1/15/2026,25,26000076,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",2,0.178,0.356,PKGWH
26000069,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,1/15/2026,25,26000076,1171031,حلاوة بلك فستق شيخ الكار,20,1.151,23.02,WIP
26000069,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,1/15/2026,25,26000076,1181458,علب شيخ الكار حلاوة 800 غم فستق,25,0.15,3.75,PKGWH
26000070,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,1/15/2026,31,26000077,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",3,0.178,0.534,PKGWH
26000070,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,1/15/2026,31,26000077,1171022,حلاوة بلك سادة شيخ الكار,24.8,0.966,23.957,WIP
26000070,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,1/15/2026,31,26000077,1181462,علب شيخ الكار حلاوة 800 غم سادة,31,0.15,4.65,PKGWH
26000071,Closed (مغلق),1021037,شيخ الكار حلاوة 400 غم فستق 1*12,1/15/2026,144,26000078,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",12,0.093,1.116,PKGWH
26000071,Closed (مغلق),1021037,شيخ الكار حلاوة 400 غم فستق 1*12,1/15/2026,144,26000078,1171031,حلاوة بلك فستق شيخ الكار,57.6,1.151,66.298,WIP
26000071,Closed (مغلق),1021037,شيخ الكار حلاوة 400 غم فستق 1*12,1/15/2026,144,26000078,1181359,علبة حلاوة شيخ الكار 400 غ فستق دمعة,144,0.07,10.08,PKGWH
26000072,Closed (مغلق),1021013,شيخ الكار حلاوة 400 غم سادة 1*12,1/15/2026,12,26000079,1171022,حلاوة بلك سادة شيخ الكار,4.8,0.966,4.637,WIP
26000072,Closed (مغلق),1021013,شيخ الكار حلاوة 400 غم سادة 1*12,1/15/2026,12,26000079,1181419,علب شيخ الكار حلاوة 400 غم سادة,12,0.149,1.788,PKGWH
26000072,Closed (مغلق),1021013,شيخ الكار حلاوة 400 غم سادة 1*12,1/15/2026,12,26000079,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",1,0.093,0.093,PKGWH
26000073,Closed (مغلق),1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,1/15/2026,12,26000080,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",1,0.093,0.093,PKGWH
26000073,Closed (مغلق),1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,1/15/2026,12,26000080,1171026,حلاوة بلك شوكولاته شيخ الكار,4.8,1.145,5.496,WIP
26000073,Closed (مغلق),1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,1/15/2026,12,26000080,1181421,علب شيخ الكار حلاوة 400 غم شوكولاتة,12,0.094,1.128,PKGWH
26000074,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/15/2026,12,26000081,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",1,0.157,0.157,PKGWH
26000074,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/15/2026,12,26000081,1171029,حلاوة بلك رشة شيخ الكار,3.24,1.078,3.493,WIP
26000074,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/15/2026,12,26000081,1181431,علب شيخ الكار حلاوة 300 غم رشة فستق,12,0.098,1.176,PKGWH
26000075,Closed (مغلق),1021048,شيخ الكار حلاوة 300 غم سادة 1*12,1/15/2026,12,26000082,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",1,0.157,0.157,PKGWH
26000075,Closed (مغلق),1021048,شيخ الكار حلاوة 300 غم سادة 1*12,1/15/2026,12,26000082,1171022,حلاوة بلك سادة شيخ الكار,3.24,0.966,3.13,WIP
26000075,Closed (مغلق),1021048,شيخ الكار حلاوة 300 غم سادة 1*12,1/15/2026,12,26000082,1181440,علب شيخ الكار حلاوة 300 غم سادة,12,0.096,1.152,PKGWH
26000076,Closed (مغلق),1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,1/15/2026,12,26000083,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",1,0.157,0.157,PKGWH
26000076,Closed (مغلق),1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,1/15/2026,12,26000083,1171026,حلاوة بلك شوكولاته شيخ الكار,3.24,1.145,3.71,WIP
26000076,Closed (مغلق),1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,1/15/2026,12,26000083,1181442,علب شيخ الكار حلاوة 300 غم شوكولاتة,12,0.101,1.212,PKGWH
26000077,Closed (مغلق),1021015,شيخ الكار حلاوة 300 غم فستق 1*20 تذوق,1/15/2026,12,26000084,1171031,حلاوة بلك فستق شيخ الكار,3.6,1.151,4.144,WIP
26000077,Closed (مغلق),1021015,شيخ الكار حلاوة 300 غم فستق 1*20 تذوق,1/15/2026,12,26000084,1181256,علب تذوق حلاوة 300 غم عينات,12,0.153,1.836,PKGWH
26000077,Closed (مغلق),1021015,شيخ الكار حلاوة 300 غم فستق 1*20 تذوق,1/15/2026,12,26000084,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",1,0.178,0.178,PKGWH
26000078,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,1/15/2026,686,26000085,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",57,0.093,5.301,PKGWH
26000078,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,1/15/2026,686,26000085,1171016,حلاوة بلك دايت,274,2.268,621.432,WIP
26000078,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,1/15/2026,686,26000085,1181438,علب شيخ الكار حلاوة 400 غم دايت,685,0.091,62.335,PKGWH
26000079,Closed (مغلق),1011020,شيخ الكار طحينية 800 غم 1*12,1/15/2026,558,26000086,1181117,كرتون شيخ الكار طحينية 800 غم,47,0.247,11.609,PKGWH
26000079,Closed (مغلق),1011020,شيخ الكار طحينية 800 غم 1*12,1/15/2026,558,26000086,1181196,مرتبان شيخ الكار طحينية 800 غم,558,0.155,86.49,PKGWH
26000079,Closed (مغلق),1011020,شيخ الكار طحينية 800 غم 1*12,1/15/2026,558,26000086,1171015,طحينية بلك شيخ الكار حجر,446.4,1.503,670.939,WIP
26000080,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/15/2026,1800,26000045,1171015,طحينية بلك شيخ الكار حجر,1530,1.503,2299.59,WIP
26000080,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/15/2026,1800,26000045,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,150,0.107,16.05,PKGWH
26000080,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/15/2026,1800,26000045,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,1800,0.095,171,PKGWH
26000081,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,1/18/2026,250,26000087,1181487,تنك شيخ الكار طحينية 18 كغم -جديد (برتقالي),250,1.292,323,PKGWH
26000081,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,1/18/2026,250,26000087,1171015,طحينية بلك شيخ الكار حجر,4500,1.503,6763.5,WIP
26000082,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,1/18/2026,112,26000088,1181487,تنك شيخ الكار طحينية 18 كغم -جديد (برتقالي),112,1.292,144.704,PKGWH
26000082,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,1/18/2026,112,26000088,1171017,طحينية بلك ميار - موسم  كروما,2016,1.548,3120.768,WIP
26000083,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/18/2026,1560,26000046,1171015,طحينية بلك شيخ الكار حجر,1326,1.503,1992.978,WIP
26000083,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/18/2026,1560,26000046,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,130,0.107,13.91,PKGWH
26000083,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/18/2026,1560,26000046,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,1560,0.095,148.2,PKGWH
26000084,Closed (مغلق),1011023,شيخ الكار طحينية 300 غم 1*12,1/18/2026,37,26000089,1171015,طحينية بلك شيخ الكار حجر,9.805,1.503,14.737,WIP
26000084,Closed (مغلق),1011023,شيخ الكار طحينية 300 غم 1*12,1/18/2026,37,26000089,1181189,مرتبان شيخ الكار طحينية 300 غم جديد قارورة,37,0.051,1.887,PKGWH
26000084,Closed (مغلق),1011023,شيخ الكار طحينية 300 غم 1*12,1/18/2026,37,26000089,1181086,كرتون شيخ الكار طحينية 300 غم قارورة ابيض,3,0.13,0.39,PKGWH
26000085,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,1/18/2026,3600,26000090,1181221,مطرة ميار طحينية 900 غم,3600,0.088,316.8,PKGWH
26000085,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,1/18/2026,3600,26000090,1181013,كرتون متعدد طحينية 900 غم مطرة,300,0.207,62.1,PKGWH
26000085,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,1/18/2026,3600,26000090,1171017,طحينية بلك ميار - موسم  كروما,3060,1.548,4736.88,WIP
26000086,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/18/2026,863,26000091,1171020,حلاوة بلك سادة ميار - موسم,4315,1.007,4345.205,WIP
26000086,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/18/2026,863,26000091,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,863,0.551,475.513,PKGWH
26000086,Closed (مغلق),1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,1/18/2026,863,26000091,1181030,كرتون متعدد حلاوة 5 كغم مربع قديم,72,0.48,34.56,PKGWH
26000087,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/18/2026,99,26000043,1171031,حلاوة بلك فستق شيخ الكار,594,1.208,717.552,WIP
26000087,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/18/2026,99,26000043,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",99,0.534,52.866,PKGWH
26000087,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/18/2026,99,26000043,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",25,0.514,12.85,PKGWH
26000088,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,1/19/2026,1,26000092,1171015,طحينية بلك شيخ الكار حجر,3.5,1.503,5.261,WIP
26000088,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,1/19/2026,1,26000092,1181241,مرتبان متعدد طحينية 3500 غم,1,0.389,0.389,PKGWH
26000089,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/19/2026,2196,26000047,1171015,طحينية بلك شيخ الكار حجر,1866.6,1.503,2805.5,WIP
26000089,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/19/2026,2196,26000047,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,183,0.107,19.581,PKGWH
26000089,Closed (مغلق),1011019,شيخ الكار طحينية 900 غم قارورة 1*12,1/19/2026,2196,26000047,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,2196,0.095,208.62,PKGWH
26000090,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/19/2026,69,26000093,1171031,حلاوة بلك فستق شيخ الكار,414,1.151,476.514,WIP
26000090,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/19/2026,69,26000093,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",69,0.534,36.846,PKGWH
26000090,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,1/19/2026,69,26000093,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",17,0.514,8.738,PKGWH
26000091,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,1/19/2026,20,26000094,1181067,كرتون شيخ الكار حلاوة 1300 غم فستق,3,0.201,0.603,PKGWH
26000091,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,1/19/2026,20,26000094,1171031,حلاوة بلك فستق شيخ الكار,24.2,1.151,27.854,WIP
26000091,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,1/19/2026,20,26000094,1181280,علب شيخ الكار حلاوة 1300 غم فستق,20,0.28,5.6,PKGWH
26000092,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,1/19/2026,17,26000095,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",1,0.178,0.178,PKGWH
26000092,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,1/19/2026,17,26000095,1171031,حلاوة بلك فستق شيخ الكار,10.88,1.151,12.523,WIP
26000092,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,1/19/2026,17,26000095,1181423,علب شيخ الكار حلاوة 700 غم فستق,17,0.15,2.55,PKGWH
