G/L Acct/BP Code,Name,Local Currency - Jordanian Dinar - OB,Local Currency - Jordanian Dinar - Debit,Local Currency - Jordanian Dinar - Credit,Local Currency - Jordanian Dinar - Balance
LV0000083,مخبز الرمثا  - مورد,-2309.9,2794.3,2217.95,-1733.55
LV0000090,الصبيح للصناعات الغذائية - مورد,,14560,16660.432,-2100.432
LV0000091,شركة الموارس الزراعية,-13208.981,72538.381,58163.061,1166.339
LV0000092,شركة الترخيص للاستيراد  و التصدير,,40449,,40449
LV0000095,شركة عطية الدرابسة / مستشفى الرمثا,,529.95,529.95,
LV0000096,مؤسسة إبراهيم سرور للاحلاوة والطحينية,,779.52,779.52,
LV0000097,شركة الموسم للتجارة والصناعة,83.22,,1002.24,-919.02
LV0000098,شركة المزارع الاردنية الحديثة,,51597.265,50664.408,932.857
LV0000099,شركة القوس للشحن المتكامل,,10782.5,10782.5,
LV0000101,شركة الجبالي اخوان وشركاهم,,30.5,30.5,
LV0000104,شركة يبرود لتجارة الحديد,-301.25,741.559,1521.601,-1081.292
LV0000105,مصنع ابناء الجمل للصناعات البلاستيكية,,295.252,295.252,
LV0000106,شركة ابو سنينة أبناء عم,-1575,17902.5,16327.5,
LV0000108,محمد زياد اسامة المجذوب,-9688.75,9762.5,,73.75
LV0000109,النظرة الذكية للتجهيزات المكتبية,-38,530.7,454.35,38.35
LV0000110,الطرق المتعددة للبلاستيك,-96,,,-96
LV0000115,مجدي احمد مححمد القعايرة,,,70,-70
LV0000116,شركة دفرنت التصميم الجرافيكي,10000,,25000,-15000
LV0000117,شركة مارسيليا لتكنولوجيا المعلومات,,7670,,7670
LV0000118,مخبز السلام - مادبا,210.72,,,210.72
LV0000119,شركة حلومي الغذائية,,35672.33,36825.179,-1152.849
LV0000120,ابو خليل معتصم الهلسه / خبز,-3005.36,6872.96,2081.65,1785.95
LV0000123,مخبز ميسر راضي الخطبا - توريد بضاعة,,4381.188,5165.748,-784.56
LV0000124,مخبز انوار مكه - الطفيلة,1782.845,19867.111,22519.869,-869.913
LV0000127,مخبز يوسف هلالات,,869.28,869.28,
LV0000129,الثنية لصناعة الالبان,128.12,19454.691,18941.827,640.984
LV0000130,شركة مخازن أرض الغذاء للتوزيع ذ.م.م,,7800,7800,
LV0000143,شركة الفردوس للتخليص,,15389.8,20840.8,-5451
LV0000144,الشركة الاردنية المتطورة لصناعة الاغذية,,7200,8400,-1200
LV0000145,صبحي اسماعيل محمد,,268.8,268.8,
LV0000146,الشركة التجارية الفلسطينية,,800.2,800.2,
LV0000149,الكتوت للحدادة,,624,624,
LV0000169,شركة الشروق لصناعة  الكرتون,,,324.8,-324.8
LV0000173,شركة ريتاج لتوزيع,,10920,18557.492,-7637.492
LV0000177,مؤسسة الزنبقة,,18535,18535,
LV0000184,شركة جراند للصناعات البلاستسكة,,13962.212,13962.212,
LV0000185,شركة يوسف نادر و أولاده,,2166.474,2166.474,
LV0000186,شركة نماذج الكمبيوتر,-461.516,1335.092,873.092,0.484
LV0000193,الريادة لتدقيق الحسابات,,5510,5510,
LV0000201,الشركة التجارية للمواد الاساسية,641.903,,,641.903
LV0000204,شركة صبحي ابو خليفة,-97.2,,,-97.2
LV0000207,المختبرات التخصصية للمياه و البيئة,,,899.2,-899.2
LV0000213,الشركة الاردنية الحديثة لخدمات الزيوت و المحروقات - المناصير,-1404.734,41238,28266.888,11566.378
LV0000215,مؤسسة فراس الشيخ للاطارات,-180,,1089.791,-1269.791
LV0000218,شركة مطاحن النجمة للبن والبهارات,,8916.25,8916.25,
LV0000226,شركة الاوائل لانظمة الحسابات,,775,425,350
LV0000230,سركة السر للاستشارات القانونية,568.644,619.24,1084.24,103.644
LV0000237,جمعية المصدريين الاردنيين,35200,,,35200
LV0000259,شركة كابولي للتجارة ذ.م.م,,4400,4400,
LV0000281,شركة الحلول الدولية للمواد الغذائية,-186564.937,2692227.5,1980756.85,524905.713
LV0000285,مؤسسة المجيد للصناعت البلاستيكية,-191.354,191,,-0.354
LV0000290,المصنع الوطني لانتاج الاكياس الورقيه,,638,1276,-638
LV0000294,الاولى للتامين - صحي,-11759.874,12159.874,,400
LV0000299,الاولى للتامين,-15,3779,3812.157,-48.157
LV0000309,مورد نقدي,,575750.244,575750.309,-0.065
LV0000316,شركة وادي الاردن للصناعات الغذائية,,1310.369,3110.369,-1800
LV0000317,شركة فاين لصناعة الورق الصحي,-20300,88853.531,81657.819,-13104.288
LV0000320,مصنع النور للسكاكر والحلويات -مورد,,4996,5194,-198
LV0000321,شركة بيانات الحساب,,3248,3248,
LV0000322,شركة صقور عمان لتجارة المواد الغذائية - مورد,,76697.17,77707.38,-1010.21
LV0000323,بعيا للتخليص على البضائع,,16141.86,12639,3502.86
LV0000324,مجمرك البنك الاسلامي الاردني - سحاب,-10062.767,11920.61,11811.394,-9953.551
LV0000325,مؤسسة الاجتهاد العربي للتصميم والخدمات المطبعية,-500,960,,460
LV0000326,الشركة البحرينية الاردنية للتقنية والاتصالات,57.841,,,57.841
LV0000327,المختبرات الحديثة لفحوصات الاغذية,-49.63,177.66,127.6,0.43
LV0000328,شركة الماركات المتعددة لتجارة المواد الغذائية,50591.6,242360.028,253240.056,39711.572
LV0000329,Lakshita holdings co LTD,3560.598,,35604.9,-32044.302
LV0000330,الشركة الخليجية للاختبارات,1250,1650,2900,
LV0000331,HONG HUN COLTD,199.229,,,199.229
LV0000332,الشركة الاهلية الحديثة للنماذج,,1962.296,436.546,1525.75
LV0000333,شركة جدارا للتخليص,,126937,79409.43,47527.57
LV0000334,مخابز جوهرة الرشيد - مورد,,41067.745,42068.66,-1000.915
LV0000335,شركة السنبلة الماسية - مورد,,6353.838,9317.688,-2963.85
LV0000336,شركة بهاء الدين البستنجي و شركاه مشتريات,,,20373.818,-20373.818
LV0000337,شركة محامص مكاديميا,,1337.5,1337.5,
LV0000338,YIWU HANGBIN TRADING COMPANT,,69355.12,67367.12,1988
LV0000341,شركة لافانت للمنتجات الغذائية,,2200,,2200
LV0000342,شركة ماهر السكافي- مورد,,5627,5627,
LV0000344,الشركة الوطنية لتعبئة الايرسول,,4853.417,2726.58,2126.837
LV0000345,مؤسسة حامد ابو يحيى للمواد التموينية,,7687,4797,2890
LV0000346,XIAMEN CHOICE HARVEST IMPORT &EXPORT CO .LTD,,253240.056,253240.056,
LV0000347,شركة الضوء الأخضر للتموين,,,1889.58,-1889.58
LV0000348,IMCD MIDDLE EAST FZCO,,22427.213,,22427.213
LV0000349,شركة برافو لصناعة المكسرات والشوكولاته,,,283.477,-283.477
LV0000350,شركة القارة الخضراء لتجارة الأغذية,,690,690,
LV0000352,شركة مذيب حداد وأولاده,,,1879.2,-1879.2
LV0000361,شركة الشجرة المباركة للتجارة والتسويق,,11297.48,11297.48,
LV0000364,مركز خالد ابو نبهان,,3674.7,3674,0.7
,,__________________,__________________,__________________,__________________
Total Local Vendors,,-194028.934,6090023.408,5303840.148,592154.326
,,,,,
Foreign Vendors,,,,,
,,,,,
FV0000004,SAYA TEA AND FOOD EXPORTS,,,26967.6,-26967.6
FV0000005,HENAN LEWIN INDUSTRIAL,,2059,,2059
FV0000008,zhengzhou ag machinery& equipment co,-5288.75,,,-5288.75
FV0000016,TRUONG THInh CANNING IMPORT EXPORT,,,102177.216,-102177.216
FV0000021,M JG TRADING L.L.C- BRAZEL,,173240,,173240
FV0000028,PROCHAMP TRADING COMPANY- HONG KONG,17186,,,17186
FV0000029,LONG XIAN FOOD CO LIMITED-CHINA,29703.065,17707.275,32846.36,14563.98
LV0000343,بضاعة بوندد,,20866.03,43232.842,-22366.812
,,__________________,__________________,__________________,__________________
Total Foreign Vendors,,41600.315,213872.305,205224.018,50248.602
,,,,,
Bank Murabaha,,,,,
,,,,,
LV0000311,مرابحات البنك الاسلامي الاردني,,9119984.06,10659094.18,-1539110.124
LV0000312,مزارع الطازج,-938.9,4238.385,5526.05,-2226.565
LV0000313,بيت الزيتون للمواد الغذائية - مورد,,7056.8,10237.5,-3180.7
LV0000314,عدنان خلف الشملان,,7345.429,7345.429,
LV0000315,صالح عبدالكريم قشطة وشريكه - مخبز قشطة مورد,,64504.455,76621.915,-12117.46
LV0000318,مرابحات بنك صفوة الاسلامي,,7227053.824,8985104.727,-1758050.903
LV0000319,مرابحات مصرف الراجحي,,3969696.45,4697737.235,-728040.785
LV0000351,مخبز سنابل معان - مورد,,740,4665.9,-3925.9
LV0000353,مؤسسة ليان للكيماويات,,22219.417,45651.353,-23431.936
LV0000354,شركة بهاء الدين البستنجي وشريكه مشتريات,,,13044.128,-13044.128
LV0000355,شركة امجد البستنجي مشتريات,,,473.4,-473.4
LV0000356,مؤسسة أبراج عمان,,24500,39499.998,-14999.998
LV0000357,شركة الطبق للصناعات الغذائية,,131.642,131.642,
LV0000359,شركة كابيتال للشحن,,,5364,-5364
LV0000360,شركة الميان للمواد التموينية - مورد,,,30.067,-30.067
,,__________________,__________________,__________________,__________________
Total Bank Murabaha,,-938.9,20447470.46,24550527.53,-4103995.966
,,,,,
,,__________________,__________________,__________________,__________________
Total Suppliers,,-153367.519,26751366.18,30059591.69,-3461593.038
